274;{'list3': ['sppon', 'townhome', 'piant', 'sentor'], 'list1': ['astronut', 'sentor', 'gmnyst '], 'list2': ['astronut', 'gymnist', 'sentor']}
277;{'list3': ['austronaut', 'civillian '], 'list1': [], 'list2': ['ambasador ', 'space ', 'austronaut']}
280;{'list3': [], 'list1': [], 'list2': []}
283;{'list3': ['astronaunt', 'ranch\\', 'chaufer'], 'list1': ['markel'], 'list2': ['astrountant', 'merckl']}
286;{'list3': ['astronout', 'jewler', 'uklele'], 'list1': ['ukuleele'], 'list2': ['tortise', 'uklele ', 'astronauht', 'women', 'salesmen', 'jewler']}
289;{'list3': [], 'list1': ['sheshore'], 'list2': ['ceil']}
292;{'list3': [], 'list1': ['atsronaut', 'general'], 'list2': []}
295;{'list3': ['embassador', 'uukelele', 'civillian'], 'list1': ['embasador'], 'list2': ['embassador']}
298;{'list3': ['chaffeaur'], 'list1': [], 'list2': ['chaffeaur']}
301;{'list3': ['althelte'], 'list1': ['painter'], 'list2': ['miber']}
304;{'list3': ['townhome', 'mackerol'], 'list1': ['ghost'], 'list2': ['townhome']}
307;{'list3': [], 'list1': ['bear', 'beavwer', 'toaster', 'beer', 'wood'], 'list2': []}
310;{'list3': ['fierman', 'windmil', 'perant', 'pencile', 'tortious', 'sailboat', 'ukevel', 'camle'], 'list1': ['camale', 'pencile', 'windmil', 'tortius'], 'list2': ['fierman', 'tortius', 'beer', 'pencile', 'windmil', 'holister']}
313;{'list3': ['townhome'], 'list1': ['ukelele'], 'list2': ['townhome', 'ukelele']}
316;{'list3': ['neice'], 'list1': [], 'list2': []}
319;{'list3': ['eer', 'indmill', 'tuboat'], 'list1': [], 'list2': []}
322;{'list3': [], 'list1': ['seantor'], 'list2': ['mackeral']}
325;{'list3': ['jewelry'], 'list1': ['ukelele'], 'list2': ['jewlery']}
328;{'list3': ['gymast', 'chauffer'], 'list1': ['place', 'moose'], 'list2': ['spook']}
332;{'list3': ['ukelele', 'haman'], 'list1': ['ukele'], 'list2': []}
334;{'list3': [], 'list1': ['stapled', 'bod', 'chauffer'], 'list2': ['ranch deer']}
337;{'list3': ['nail', 'dotor'], 'list1': ['odd'], 'list2': ['blackbirx', 'senate']}
340;{'list3': ['fiddler'], 'list1': ['birdman', 'boat', 'lady'], 'list2': []}
343;{'list3': [], 'list1': ['tortise'], 'list2': []}
346;{'list3': ['blackbirf', 'ukelele', 'chauffer'], 'list1': ['ukelele', 'vhemist', 'chauffer'], 'list2': ['ukelele', 'chauffer']}
